Time,BIOZ_DATA
56.859375,-347
56.875,-345
56.890625,-349
56.90625,-357
56.921875,-357
56.9375,-353
56.953125,-354
56.96875,-350
56.984375,-343
57.0,-337
57.015625,-338
57.03125,-342
57.046875,-342
57.0625,-341
57.078125,-343
57.09375,-344
57.109375,-340
57.125,-343
57.140625,-349
57.15625,-349
57.171875,-346
57.1875,-346
57.203125,-350
57.21875,-351
57.234375,-352
57.25,-348
57.265625,-345
57.28125,-350
57.296875,-358
57.3125,-357
57.328125,-353
57.34375,-359
57.359375,-362
57.375,-359
57.390625,-357
57.40625,-366
57.421875,-369
57.4375,-361
57.453125,-357
57.46875,-360
57.484375,-362
57.5,-362
57.515625,-358
57.53125,-357
57.546875,-355
57.5625,-353
57.578125,-361
57.59375,-370
57.609375,-367
57.625,-359
57.640625,-359
57.65625,-357
