,Experiment name:,Sample experiment
Duration:,5 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'0:0:5.7;1508
'0:0:5.75;1512
'0:0:5.8;1516
'0:0:5.85;1514
'0:0:5.9;1512
'0:0:5.95;1515
'0:0:6.0;1514
'0:0:6.05;1508
'0:0:6.1;1504
'0:0:6.15;1510
'0:0:6.2;1527
'0:0:6.25;1551
'0:0:6.3;1586
'0:0:6.35;1624
'0:0:6.4;1670
'0:0:6.45;1716
'0:0:6.5;1766
'0:0:6.55;1813
'0:0:6.6;1865
'0:0:6.65;1907
'0:0:6.7;1948
'0:0:6.75;1983
'0:0:6.8;2011
'0:0:6.85;2032
'0:0:6.9;2055
'0:0:6.95;2072
'0:0:7.0;2074
'0:0:7.05;2055
'0:0:7.1;2015
'0:0:7.15;1972
'0:0:7.2;1925
'0:0:7.25;1881
'0:0:7.3;1831
'0:0:7.35;1782
'0:0:7.4;1731
'0:0:7.45;1693
'0:0:7.5;1658
'0:0:7.55;1627
'0:0:7.6;1596
'0:0:7.65;1571
'0:0:7.7;1553
'0:0:7.75;1540
'0:0:7.8;1530
'0:0:7.85;1527
'0:0:7.9;1525
'0:0:7.95;1525
'0:0:8.0;1524
'0:0:8.05;1524
'0:0:8.1;1526
'0:0:8.15;1525
'0:0:8.2;1523
'0:0:8.25;1524
'0:0:8.3;1522
'0:0:8.35;1515
'0:0:8.4;1510
'0:0:8.45;1507
'0:0:8.5;1505
'0:0:8.55;1504
'0:0:8.6;1505
'0:0:8.65;1507
'0:0:8.7;1508
'0:0:8.75;1510
'0:0:8.8;1513
'0:0:8.85;1515
'0:0:8.9;1516
'0:0:8.95;1516
'0:0:9.0;1519
'0:0:9.05;1525
'0:0:9.1;1537
'0:0:9.15;1562
'0:0:9.2;1603
'0:0:9.25;1651
'0:0:9.3;1707
'0:0:9.35;1757
'0:0:9.4;1811
'0:0:9.45;1861
'0:0:9.5;1913
'0:0:9.55;1957
'0:0:9.6;2001
'0:0:9.65;2040
'0:0:9.7;2080
'0:0:9.75;2116
'0:0:9.8;2150
'0:0:9.85;2170
'0:0:9.9;2188
'0:0:9.95;2196
'0:0:10.0;2183
'0:0:10.05;2144
'0:0:10.1;2082
'0:0:10.15;2022
'0:0:10.2;1960
'0:0:10.25;1902
'0:0:10.3;1842
'0:0:10.35;1789
'0:0:10.4;1737
'0:0:10.45;1698
'0:0:10.5;1663
'0:0:10.55;1630
'0:0:10.6;1593
'0:0:10.65;1566
'0:0:10.7;1546
'0:0:10.75;1531
'0:0:10.8;1520
'0:0:10.85;1514
'0:0:10.9;1512
'0:0:10.95;1511
'0:0:11.0;1509
'0:0:11.05;1509
'0:0:11.1;1508
'0:0:11.15;1506
'0:0:11.2;1508
'0:0:11.25;1509
'0:0:11.3;1503
'0:0:11.35;1495
'0:0:11.4;1489
'0:0:11.45;1488
'0:0:11.5;1485
'0:0:11.55;1484
'0:0:11.6;1486
'0:0:11.65;1491
'0:0:11.7;1499
'0:0:11.75;1510
'0:0:11.8;1510
'0:0:11.85;1497
'0:0:11.9;1485
'0:0:11.95;1491
'0:0:12.0;1522
'0:0:12.05;1561
'0:0:12.1;1598
'0:0:12.15;1634
'0:0:12.2;1678
'0:0:12.25;1718
'0:0:12.3;1760
'0:0:12.35;1803
'0:0:12.4;1858
'0:0:12.45;1907
'0:0:12.5;1949
'0:0:12.55;1980
'0:0:12.6;2013
'0:0:12.65;2040
'0:0:12.7;2058
'0:0:12.75;2065
'0:0:12.8;2069
'0:0:12.85;2071
'0:0:12.9;2051
'0:0:12.95;2004
'0:0:13.0;1936
'0:0:13.05;1876
'0:0:13.1;1822
'0:0:13.15;1776
'0:0:13.2;1726
'0:0:13.25;1688
'0:0:13.3;1656
'0:0:13.35;1630
'0:0:13.4;1602
'0:0:13.45;1575
'0:0:13.5;1546
'0:0:13.55;1521
'0:0:13.6;1498
'0:0:13.65;1486
'0:0:13.7;1480
'0:0:13.75;1476
'0:0:13.8;1474
'0:0:13.85;1474
'0:0:13.9;1479
'0:0:13.95;1485
'0:0:14.0;1494
'0:0:14.05;1502
'0:0:14.1;1506
'0:0:14.15;1509
'0:0:14.2;1515
'0:0:14.25;1516
'0:0:14.3;1510
'0:0:14.35;1506
'0:0:14.4;1502
'0:0:14.45;1501
'0:0:14.5;1511
'0:0:14.55;1522
'0:0:14.6;1525
'0:0:14.65;1527
'0:0:14.7;1531
'0:0:14.75;1534
'0:0:14.8;1539
'0:0:14.85;1543
'0:0:14.9;1545
'0:0:14.95;1553
'0:0:15.0;1577
'0:0:15.05;1601
'0:0:15.1;1630
'0:0:15.15;1666
'0:0:15.2;1709
'0:0:15.25;1746
'0:0:15.3;1785
'0:0:15.35;1826
'0:0:15.4;1871
'0:0:15.45;1909
'0:0:15.5;1945
'0:0:15.55;1977
'0:0:15.6;2009
'0:0:15.65;2034
'0:0:15.7;2056
'0:0:15.75;2072
'0:0:15.8;2080
'0:0:15.85;2076
'0:0:15.9;2055
'0:0:15.95;2020
'0:0:16.0;1972
'0:0:16.05;1925
'0:0:16.1;1877
'0:0:16.15;1835
'0:0:16.2;1793
'0:0:16.25;1758
'0:0:16.3;1726
'0:0:16.35;1697
'0:0:16.4;1667
'0:0:16.45;1643
'0:0:16.5;1618
'0:0:16.55;1593
'0:0:16.6;1567
'0:0:16.65;1551
'0:0:16.7;1539
'0:0:16.75;1531
'0:0:16.8;1525
'0:0:16.85;1521
'0:0:16.9;1520
'0:0:16.95;1519
'0:0:17.0;1517
'0:0:17.05;1516
'0:0:17.1;1516
'0:0:17.15;1516
'0:0:17.2;1517
'0:0:17.25;1512
'0:0:17.3;1502
'0:0:17.35;1498
'0:0:17.4;1496
'0:0:17.45;1495
'0:0:17.5;1496
'0:0:17.55;1500
'0:0:17.6;1503
'0:0:17.65;1507
'0:0:17.7;1512
'0:0:17.75;1527
'0:0:17.8;1559
'0:0:17.85;1599
'0:0:17.9;1649
'0:0:17.95;1698
'0:0:18.0;1747
'0:0:18.05;1788
'0:0:18.1;1833
'0:0:18.15;1873
'0:0:18.2;1913
'0:0:18.25;1950
'0:0:18.3;1992
'0:0:18.35;2032
'0:0:18.4;2075
'0:0:18.45;2112
'0:0:18.5;2152
'0:0:18.55;2186
'0:0:18.6;2224
'0:0:18.65;2260
'0:0:18.7;2296
'0:0:18.75;2335
'0:0:18.8;2387
'0:0:18.85;2441
'0:0:18.9;2497
'0:0:18.95;2542
'0:0:19.0;2590
'0:0:19.05;2633
'0:0:19.1;2676
'0:0:19.15;2714
'0:0:19.2;2755
'0:0:19.25;2787
'0:0:19.3;2815
'0:0:19.35;2834
'0:0:19.4;2834
'0:0:19.45;2782
'0:0:19.5;2668
'0:0:19.55;2558
'0:0:19.6;2455
'0:0:19.65;2370
'0:0:19.7;2288
'0:0:19.75;2220
'0:0:19.8;2153
'0:0:19.85;2101
'0:0:19.9;2050
'0:0:19.95;2006
'0:0:20.0;1958
'0:0:20.05;1914
'0:0:20.1;1872
'0:0:20.15;1841
'0:0:20.2;1810
'0:0:20.25;1783
'0:0:20.3;1757
'0:0:20.35;1734
'0:0:20.4;1708
'0:0:20.45;1685
'0:0:20.5;1658
'0:0:20.55;1631
'0:0:20.6;1605
'0:0:20.65;1583
'0:0:20.7;1558
'0:0:20.75;1537
'0:0:20.8;1519
'0:0:20.85;1507
'0:0:20.9;1501
'0:0:20.95;1499
'0:0:21.0;1494
'0:0:21.05;1489
'0:0:21.1;1484
'0:0:21.15;1480
'0:0:21.2;1479
'0:0:21.25;1479
'0:0:21.3;1479
'0:0:21.35;1480
'0:0:21.4;1476
'0:0:21.45;1467
'0:0:21.5;1460
'0:0:21.55;1460
'0:0:21.6;1461
'0:0:21.65;1465
'0:0:21.7;1474
'0:0:21.75;1478
'0:0:21.8;1478
'0:0:21.85;1479
'0:0:21.9;1484
'0:0:21.95;1497
'0:0:22.0;1527
'0:0:22.05;1564
'0:0:22.1;1612
'0:0:22.15;1667
'0:0:22.2;1722
'0:0:22.25;1768
'0:0:22.3;1818
'0:0:22.35;1867
'0:0:22.4;1922
'0:0:22.45;1967
'0:0:22.5;2011
'0:0:22.55;2053
'0:0:22.6;2098
'0:0:22.65;2134
'0:0:22.7;2166
'0:0:22.75;2195
'0:0:22.8;2222
'0:0:22.85;2217
'0:0:22.9;2166
'0:0:22.95;2100
'0:0:23.0;2029
'0:0:23.05;1962
'0:0:23.1;1896
'0:0:23.15;1846
'0:0:23.2;1801
'0:0:23.25;1764
'0:0:23.3;1721
'0:0:23.35;1677
'0:0:23.4;1637
'0:0:23.45;1609
'0:0:23.5;1589
'0:0:23.55;1578
'0:0:23.6;1567
'0:0:23.65;1539
'0:0:23.7;1506
'0:0:23.75;1495
'0:0:23.8;1490
'0:0:23.85;1485
'0:0:23.9;1484
'0:0:23.95;1486
'0:0:24.0;1484
'0:0:24.05;1484
'0:0:24.1;1486
'0:0:24.15;1488
'0:0:24.2;1490
'0:0:24.25;1492
'0:0:24.3;1495
'0:0:24.35;1494
'0:0:24.4;1491
'0:0:24.45;1494
'0:0:24.5;1497
'0:0:24.55;1494
'0:0:24.6;1493
'0:0:24.65;1495
'0:0:24.7;1501
'0:0:24.75;1508
'0:0:24.8;1511
'0:0:24.85;1510
'0:0:24.9;1510
'0:0:24.95;1516
'0:0:25.0;1518
'0:0:25.05;1511
'0:0:25.1;1505
'0:0:25.15;1510
'0:0:25.2;1537
'0:0:25.25;1577
'0:0:25.3;1612
'0:0:25.35;1640
'0:0:25.4;1691
'0:0:25.45;1740
'0:0:25.5;1786
'0:0:25.55;1827
'0:0:25.6;1865
'0:0:25.65;1893
'0:0:25.7;1915
'0:0:25.75;1937
'0:0:25.8;1967
'0:0:25.85;1997
'0:0:25.9;2028
'0:0:25.95;2051
'0:0:26.0;2060
'0:0:26.05;2068
'0:0:26.1;2097
'0:0:26.15;2124
'0:0:26.2;2129
'0:0:26.25;2107
'0:0:26.3;2061
'0:0:26.35;2007
'0:0:26.4;1951
'0:0:26.45;1904
'0:0:26.5;1852
'0:0:26.55;1803
'0:0:26.6;1751
'0:0:26.65;1707
'0:0:26.7;1667
'0:0:26.75;1642
'0:0:26.8;1629
'0:0:26.85;1621
'0:0:26.9;1608
'0:0:26.95;1591
'0:0:27.0;1562
'0:0:27.05;1538
'0:0:27.1;1530
'0:0:27.15;1529
'0:0:27.2;1527
'0:0:27.25;1527
'0:0:27.3;1532
'0:0:27.35;1542
'0:0:27.4;1560
'0:0:27.45;1573
'0:0:27.5;1576
'0:0:27.55;1574
'0:0:27.6;1569
'0:0:27.65;1555
'0:0:27.7;1539
'0:0:27.75;1535
'0:0:27.8;1538
'0:0:27.85;1547
'0:0:27.9;1555
'0:0:27.95;1547
'0:0:28.0;1533
'0:0:28.05;1527
'0:0:28.1;1530
'0:0:28.15;1530
'0:0:28.2;1526
'0:0:28.25;1525
'0:0:28.3;1522
'0:0:28.35;1526
'0:0:28.4;1548
'0:0:28.45;1577
'0:0:28.5;1609
'0:0:28.55;1643
'0:0:28.6;1684
'0:0:28.65;1720
'0:0:28.7;1755
'0:0:28.75;1788
'0:0:28.8;1825
'0:0:28.85;1856
'0:0:28.9;1884
'0:0:28.95;1904
'0:0:29.0;1929
'0:0:29.05;1958
'0:0:29.1;1990
'0:0:29.15;2012
'0:0:29.2;2026
'0:0:29.25;2032
'0:0:29.3;2020
'0:0:29.35;1984
'0:0:29.4;1924
'0:0:29.45;1860
'0:0:29.5;1796
'0:0:29.55;1752
'0:0:29.6;1710
'0:0:29.65;1667
'0:0:29.7;1626
'0:0:29.75;1599
'0:0:29.8;1575
'0:0:29.85;1561
'0:0:29.9;1554
'0:0:29.95;1548
'0:0:30.0;1546
'0:0:30.05;1542
'0:0:30.1;1538
'0:0:30.15;1539
'0:0:30.2;1546
'0:0:30.25;1555
'0:0:30.3;1557
'0:0:30.35;1552
'0:0:30.4;1543
'0:0:30.45;1539
'0:0:30.5;1541
'0:0:30.55;1542
'0:0:30.6;1543
'0:0:30.65;1554
'0:0:30.7;1566
'0:0:30.75;1557
'0:0:30.8;1545
'0:0:30.85;1551
'0:0:30.9;1559
'0:0:30.95;1559
'0:0:31.0;1554
'0:0:31.05;1549
'0:0:31.1;1543
'0:0:31.15;1538
'0:0:31.2;1538
'0:0:31.25;1537
'0:0:31.3;1536
'0:0:31.35;1539
'0:0:31.4;1541
'0:0:31.45;1545
'0:0:31.5;1550
'0:0:31.55;1553
'0:0:31.6;1554
'0:0:31.65;1556
'0:0:31.7;1560
'0:0:31.75;1553
'0:0:31.8;1538
'0:0:31.85;1529
'0:0:31.9;1525
'0:0:31.95;1522
'0:0:32.0;1520
'0:0:32.05;1518
'0:0:32.1;1517
'0:0:32.15;1516
'0:0:32.2;1517
'0:0:32.25;1521
'0:0:32.3;1526
'0:0:32.35;1531
'0:0:32.4;1540
'0:0:32.45;1558
'0:0:32.5;1585
'0:0:32.55;1615
'0:0:32.6;1657
'0:0:32.65;1696
'0:0:32.7;1738
'0:0:32.75;1778
'0:0:32.8;1822
'0:0:32.85;1858
'0:0:32.9;1898
'0:0:32.95;1927
'0:0:33.0;1949
'0:0:33.05;1960
'0:0:33.1;1956
'0:0:33.15;1938
'0:0:33.2;1908
'0:0:33.25;1873
'0:0:33.3;1831
'0:0:33.35;1794
'0:0:33.4;1752
'0:0:33.45;1714
'0:0:33.5;1678
'0:0:33.55;1647
'0:0:33.6;1619
'0:0:33.65;1599
'0:0:33.7;1583
'0:0:33.75;1565
'0:0:33.8;1543
'0:0:33.85;1529
'0:0:33.9;1524
'0:0:33.95;1525
'0:0:34.0;1527
'0:0:34.05;1526
'0:0:34.1;1518
'0:0:34.15;1513
'0:0:34.2;1518
'0:0:34.25;1519
'0:0:34.3;1517
'0:0:34.35;1517
'0:0:34.4;1511
'0:0:34.45;1504
'0:0:34.5;1503
'0:0:34.55;1503
'0:0:34.6;1505
'0:0:34.65;1505
'0:0:34.7;1507
'0:0:34.75;1511
'0:0:34.8;1516
'0:0:34.85;1520
'0:0:34.9;1523
'0:0:34.95;1527
'0:0:35.0;1532
'0:0:35.05;1527
'0:0:35.1;1516
'0:0:35.15;1513
'0:0:35.2;1514
'0:0:35.25;1515
'0:0:35.3;1516
'0:0:35.35;1518
'0:0:35.4;1520
'0:0:35.45;1523
'0:0:35.5;1524
'0:0:35.55;1525
'0:0:35.6;1527
'0:0:35.65;1530
'0:0:35.7;1535
'0:0:35.75;1538
'0:0:35.8;1533
'0:0:35.85;1525
'0:0:35.9;1522
'0:0:35.95;1531
'0:0:36.0;1557
'0:0:36.05;1589
'0:0:36.1;1630
'0:0:36.15;1673
'0:0:36.2;1721
'0:0:36.25;1767
'0:0:36.3;1817
'0:0:36.35;1860
'0:0:36.4;1901
'0:0:36.45;1937
'0:0:36.5;1969
'0:0:36.55;1992
'0:0:36.6;2019
'0:0:36.65;2046
'0:0:36.7;2074
'0:0:36.75;2090
'0:0:36.8;2089
'0:0:36.85;2067
'0:0:36.9;2024
'0:0:36.95;1981
'0:0:37.0;1935
'0:0:37.05;1891
'0:0:37.1;1843
'0:0:37.15;1801
'0:0:37.2;1761
'0:0:37.25;1726
'0:0:37.3;1685
'0:0:37.35;1647
'0:0:37.4;1615
'0:0:37.45;1591
'0:0:37.5;1573
'0:0:37.55;1561
'0:0:37.6;1550
'0:0:37.65;1541
'0:0:37.7;1534
'0:0:37.75;1529
'0:0:37.8;1524
'0:0:37.85;1522
'0:0:37.9;1521
'0:0:37.95;1521
'0:0:38.0;1512
'0:0:38.05;1500
'0:0:38.1;1493
'0:0:38.15;1491
'0:0:38.2;1488
'0:0:38.25;1487
'0:0:38.3;1491
'0:0:38.35;1495
'0:0:38.4;1499
'0:0:38.45;1502
'0:0:38.5;1503
'0:0:38.55;1503
'0:0:38.6;1502
'0:0:38.65;1503
'0:0:38.7;1511
'0:0:38.75;1515
'0:0:38.8;1505
'0:0:38.85;1498
'0:0:38.9;1499
'0:0:38.95;1502
'0:0:39.0;1503
'0:0:39.05;1505
'0:0:39.1;1508
'0:0:39.15;1510
'0:0:39.2;1512
'0:0:39.25;1514
'0:0:39.3;1518
'0:0:39.35;1523
'0:0:39.4;1525
'0:0:39.45;1524
'0:0:39.5;1526
'0:0:39.55;1526
'0:0:39.6;1518
'0:0:39.65;1509
'0:0:39.7;1511
'0:0:39.75;1527
'0:0:39.8;1554
'0:0:39.85;1584
'0:0:39.9;1623
'0:0:39.95;1665
'0:0:40.0;1711
'0:0:40.05;1752
'0:0:40.1;1795
'0:0:40.15;1833
'0:0:40.2;1872
'0:0:40.25;1906
'0:0:40.3;1941
'0:0:40.35;1966
'0:0:40.4;1986
'0:0:40.45;2004
'0:0:40.5;2022
'0:0:40.55;2032
'0:0:40.6;2031
'0:0:40.65;2014
'0:0:40.7;1981
'0:0:40.75;1942
'0:0:40.8;1898
'0:0:40.85;1853
'0:0:40.9;1804
'0:0:40.95;1760
'0:0:41.0;1720
'0:0:41.05;1687
'0:0:41.1;1647
'0:0:41.15;1609
'0:0:41.2;1575
'0:0:41.25;1555
'0:0:41.3;1538
'0:0:41.35;1528
'0:0:41.4;1522
'0:0:41.45;1518
'0:0:41.5;1516
'0:0:41.55;1516
'0:0:41.6;1513
'0:0:41.65;1511
'0:0:41.7;1509
'0:0:41.75;1509
'0:0:41.8;1509
'0:0:41.85;1504
'0:0:41.9;1497
'0:0:41.95;1495
'0:0:42.0;1494
'0:0:42.05;1493
'0:0:42.1;1495
'0:0:42.15;1499
'0:0:42.2;1504
'0:0:42.25;1508
'0:0:42.3;1510
'0:0:42.35;1515
'0:0:42.4;1521
'0:0:42.45;1523
'0:0:42.5;1528
'0:0:42.55;1531
'0:0:42.6;1525
'0:0:42.65;1516
'0:0:42.7;1514
'0:0:42.75;1514
'0:0:42.8;1515
'0:0:42.85;1519
'0:0:42.9;1523
'0:0:42.95;1521
'0:0:43.0;1519
'0:0:43.05;1525
'0:0:43.1;1541
'0:0:43.15;1568
'0:0:43.2;1609
'0:0:43.25;1654
'0:0:43.3;1703
'0:0:43.35;1741
'0:0:43.4;1776
'0:0:43.45;1809
'0:0:43.5;1848
'0:0:43.55;1880
'0:0:43.6;1910
'0:0:43.65;1936
'0:0:43.7;1963
'0:0:43.75;1987
'0:0:43.8;2011
'0:0:43.85;2029
'0:0:43.9;2037
'0:0:43.95;2033
'0:0:44.0;2011
'0:0:44.05;1976
'0:0:44.1;1935
'0:0:44.15;1896
'0:0:44.2;1853
'0:0:44.25;1810
'0:0:44.3;1768
'0:0:44.35;1738
'0:0:44.4;1710
'0:0:44.45;1681
'0:0:44.5;1650
'0:0:44.55;1626
'0:0:44.6;1603
'0:0:44.65;1585
'0:0:44.7;1569
'0:0:44.75;1554
'0:0:44.8;1533
'0:0:44.85;1515
'0:0:44.9;1506
'0:0:44.95;1501
'0:0:45.0;1500
'0:0:45.05;1500
'0:0:45.1;1499
'0:0:45.15;1500
'0:0:45.2;1504
'0:0:45.25;1506
'0:0:45.3;1507
'0:0:45.35;1509
'0:0:45.4;1512
'0:0:45.45;1513
'0:0:45.5;1505
'0:0:45.55;1498
'0:0:45.6;1498
'0:0:45.65;1499
'0:0:45.7;1500
'0:0:45.75;1502
'0:0:45.8;1505
'0:0:45.85;1509
'0:0:45.9;1514
'0:0:45.95;1524
'0:0:46.0;1531
'0:0:46.05;1525
'0:0:46.1;1525
'0:0:46.15;1533
'0:0:46.2;1533
'0:0:46.25;1525
'0:0:46.3;1522
'0:0:46.35;1523
'0:0:46.4;1521
'0:0:46.45;1518
'0:0:46.5;1516
'0:0:46.55;1517
'0:0:46.6;1525
'0:0:46.65;1545
'0:0:46.7;1579
'0:0:46.75;1620
'0:0:46.8;1670
'0:0:46.85;1715
'0:0:46.9;1761
'0:0:46.95;1799
'0:0:47.0;1834
'0:0:47.05;1864
'0:0:47.1;1897
'0:0:47.15;1926
'0:0:47.2;1954
'0:0:47.25;1977
'0:0:47.3;2001
'0:0:47.35;2024
'0:0:47.4;2045
'0:0:47.45;2054
'0:0:47.5;2048
'0:0:47.55;2023
'0:0:47.6;1982
'0:0:47.65;1935
'0:0:47.7;1881
'0:0:47.75;1829
'0:0:47.8;1774
'0:0:47.85;1730
'0:0:47.9;1688
'0:0:47.95;1656
'0:0:48.0;1628
'0:0:48.05;1605
'0:0:48.1;1584
'0:0:48.15;1568
'0:0:48.2;1553
'0:0:48.25;1541
'0:0:48.3;1530
'0:0:48.35;1524
'0:0:48.4;1513
'0:0:48.45;1501
'0:0:48.5;1495
'0:0:48.55;1492
'0:0:48.6;1492
'0:0:48.65;1494
'0:0:48.7;1498
'0:0:48.75;1502
'0:0:48.8;1506
'0:0:48.85;1507
'0:0:48.9;1509
'0:0:48.95;1511
'0:0:49.0;1512
'0:0:49.05;1515
'0:0:49.1;1513
'0:0:49.15;1507
'0:0:49.2;1503
'0:0:49.25;1504
'0:0:49.3;1504
'0:0:49.35;1507
'0:0:49.4;1512
'0:0:49.45;1516
'0:0:49.5;1522
'0:0:49.55;1530
'0:0:49.6;1537
'0:0:49.65;1541
'0:0:49.7;1544
'0:0:49.75;1547
'0:0:49.8;1546
'0:0:49.85;1536
'0:0:49.9;1522
'0:0:49.95;1515
'0:0:50.0;1516
'0:0:50.05;1527
'0:0:50.1;1553
'0:0:50.15;1586
'0:0:50.2;1627
'0:0:50.25;1667
'0:0:50.3;1711
'0:0:50.35;1753
'0:0:50.4;1797
'0:0:50.45;1834
'0:0:50.5;1872
'0:0:50.55;1903
'0:0:50.6;1929
'0:0:50.65;1951
'0:0:50.7;1977
'0:0:50.75;2003
'0:0:50.8;2025
'0:0:50.85;2037
'0:0:50.9;2042
'0:0:50.95;2032
'0:0:51.0;2005
'0:0:51.05;1970
'0:0:51.1;1926
'0:0:51.15;1879
'0:0:51.2;1829
'0:0:51.25;1786
'0:0:51.3;1738
'0:0:51.35;1691
'0:0:51.4;1648
'0:0:51.45;1618
'0:0:51.5;1593
'0:0:51.55;1576
'0:0:51.6;1563
'0:0:51.65;1552
'0:0:51.7;1543
'0:0:51.75;1536
'0:0:51.8;1530
'0:0:51.85;1525
'0:0:51.9;1522
'0:0:51.95;1522
'0:0:52.0;1518
'0:0:52.05;1508
'0:0:52.1;1499
'0:0:52.15;1496
'0:0:52.2;1493
'0:0:52.25;1494
'0:0:52.3;1496
'0:0:52.35;1497
'0:0:52.4;1499
'0:0:52.45;1502
'0:0:52.5;1505
'0:0:52.55;1508
'0:0:52.6;1510
'0:0:52.65;1511
'0:0:52.7;1513
'0:0:52.75;1511
'0:0:52.8;1505
'0:0:52.85;1502
'0:0:52.9;1501
'0:0:52.95;1502
'0:0:53.0;1503
'0:0:53.05;1504
'0:0:53.1;1509
'0:0:53.15;1515
'0:0:53.2;1524
'0:0:53.25;1543
'0:0:53.3;1573
'0:0:53.35;1606
'0:0:53.4;1649
'0:0:53.45;1686
'0:0:53.5;1720
'0:0:53.55;1753
'0:0:53.6;1792
'0:0:53.65;1829
'0:0:53.7;1868
'0:0:53.75;1904
'0:0:53.8;1943
'0:0:53.85;1976
'0:0:53.9;2009
'0:0:53.95;2035
'0:0:54.0;2055
'0:0:54.05;2058
'0:0:54.1;2038
'0:0:54.15;1999
'0:0:54.2;1944
'0:0:54.25;1890
'0:0:54.3;1835
'0:0:54.35;1788
'0:0:54.4;1743
'0:0:54.45;1709
'0:0:54.5;1678
'0:0:54.55;1651
'0:0:54.6;1623
'0:0:54.65;1603
'0:0:54.7;1586
'0:0:54.75;1570
'0:0:54.8;1558
'0:0:54.85;1549
'0:0:54.9;1536
'0:0:54.95;1522
'0:0:55.0;1513
'0:0:55.05;1508
'0:0:55.1;1506
'0:0:55.15;1507
'0:0:55.2;1509
'0:0:55.25;1511
'0:0:55.3;1512
'0:0:55.35;1514
'0:0:55.4;1517
'0:0:55.45;1519
'0:0:55.5;1520
'0:0:55.55;1521
'0:0:55.6;1518
'0:0:55.65;1511
'0:0:55.7;1505
'0:0:55.75;1504
'0:0:55.8;1504
'0:0:55.85;1504
'0:0:55.9;1506
'0:0:55.95;1507
'0:0:56.0;1510
'0:0:56.05;1513
'0:0:56.1;1514
'0:0:56.15;1516
'0:0:56.2;1521
'0:0:56.25;1522
'0:0:56.3;1525
'0:0:56.35;1539
'0:0:56.4;1557
'0:0:56.45;1578
'0:0:56.5;1613
'0:0:56.55;1653
'0:0:56.6;1698
'0:0:56.65;1741
'0:0:56.7;1789
'0:0:56.75;1834
'0:0:56.8;1879
'0:0:56.85;1917
'0:0:56.9;1953
'0:0:56.95;1983
'0:0:57.0;2013
'0:0:57.05;2034
'0:0:57.1;2051
'0:0:57.15;2060
'0:0:57.2;2061
'0:0:57.25;2052
'0:0:57.3;2022
'0:0:57.35;1979
'0:0:57.4;1923
'0:0:57.45;1870
'0:0:57.5;1818
'0:0:57.55;1773
'0:0:57.6;1728
'0:0:57.65;1691
'0:0:57.7;1655
'0:0:57.75;1629
'0:0:57.8;1606
'0:0:57.85;1588
'0:0:57.9;1567
'0:0:57.95;1547
'0:0:58.0;1531
'0:0:58.05;1520
'0:0:58.1;1512
